trial,side,volume,scheduled_timestamp_utc,response_timestamp_utc,RT_seconds,resp_status,response_ts_sec,resp_phase_deg,resp_phase_label,participant_id
1,right,0.15,2025-12-01 09:18:05.737408,2025-12-01 09:18:06.437691,0.700283,hit,1764580686.437691,295.7671238619791,inhalation,P005
2,right,0.05,2025-12-01 09:18:09.737408,2025-12-01 09:18:10.159384,0.421976,hit,1764580690.159384,49.360625243176855,inhalation,P005
3,left,0.1,2025-12-01 09:18:13.737408,2025-12-01 09:18:14.200853,0.463445,hit,1764580694.200853,166.01573804717654,exhalation,P005
4,right,0.15,2025-12-01 09:18:15.737408,2025-12-01 09:18:16.195755,0.458347,hit,1764580696.195755,36.872396202312586,inhalation,P005
5,right,0.05,2025-12-01 09:18:22.737408,2025-12-01 09:18:23.269731,0.532323,hit,1764580703.269731,106.73405172748672,exhalation,P005
6,right,0.1,2025-12-01 09:18:27.737408,2025-12-01 09:18:28.172680,0.435272,hit,1764580708.17268,224.7564955683142,exhalation,P005
7,left,0.15,2025-12-01 09:18:31.737408,2025-12-01 09:18:32.183909,0.446501,hit,1764580712.1839092,247.03615686669195,exhalation,P005
8,right,0.05,2025-12-01 09:18:38.737408,2025-12-01 09:18:39.218387,0.48098,hit,1764580719.218387,261.3774505823619,exhalation,P005
9,right,0.1,2025-12-01 09:18:45.737408,2025-12-01 09:18:46.169196,0.431788,hit,1764580726.169196,303.347012464702,inhalation,P005
10,left,0.1,2025-12-01 09:18:50.737408,2025-12-01 09:18:51.175603,0.438196,hit,1764580731.175603,190.6975541299795,exhalation,P005
11,left,0.1,2025-12-01 09:18:54.737408,2025-12-01 09:18:55.153399,0.415991,hit,1764580735.153399,299.9732154264201,inhalation,P005
12,left,0.15,2025-12-01 09:18:58.737408,2025-12-01 09:18:59.149655,0.412247,hit,1764580739.149655,61.49568789721627,inhalation,P005
13,left,0.15,2025-12-01 09:19:05.737408,2025-12-01 09:19:06.198442,0.461034,hit,1764580746.198442,153.6535325063657,exhalation,P005
14,right,0.15,2025-12-01 09:19:10.737408,2025-12-01 09:19:11.177016,0.439609,hit,1764580751.177016,36.17846103926314,inhalation,P005
15,left,0.1,2025-12-01 09:19:17.737408,2025-12-01 09:19:18.164560,0.427153,hit,1764580758.1645598,139.41667568967927,exhalation,P005
